Entity,Code,Date,Total confirmed cases of COVID-19 per million people (cases per million)
Sweden,SWE,"Apr 22, 2020",1517.139
Sweden,SWE,"Apr 23, 2020",1584.669
Sweden,SWE,"Apr 24, 2020",1659.031
Sweden,SWE,"Apr 25, 2020",1739.433
Sweden,SWE,"Apr 26, 2020",1799.833
Sweden,SWE,"Apr 27, 2020",1845.678
Sweden,SWE,"Apr 28, 2020",1873.997
Sweden,SWE,"Apr 29, 2020",1942.814
Sweden,SWE,"Apr 30, 2020",2010.244
Sweden,SWE,"May 1, 2020",2088.468
Sweden,SWE,"May 2, 2020",2130.847
Switzerland,CHE,"Feb 26, 2020",0.116
Switzerland,CHE,"Feb 27, 2020",0.116
Switzerland,CHE,"Feb 28, 2020",0.924
Switzerland,CHE,"Feb 29, 2020",1.387
Switzerland,CHE,"Mar 1, 2020",2.08
Switzerland,CHE,"Mar 2, 2020",2.773
Switzerland,CHE,"Mar 3, 2020",3.466
Switzerland,CHE,"Mar 4, 2020",4.275
Switzerland,CHE,"Mar 5, 2020",6.586
Switzerland,CHE,"Mar 6, 2020",10.052
Switzerland,CHE,"Mar 7, 2020",24.149
Switzerland,CHE,"Mar 8, 2020",30.504
Switzerland,CHE,"Mar 9, 2020",38.361
Switzerland,CHE,"Mar 10, 2020",43.214
Switzerland,CHE,"Mar 11, 2020",56.617
Switzerland,CHE,"Mar 12, 2020",74.18
Switzerland,CHE,"Mar 13, 2020",98.676
Switzerland,CHE,"Mar 14, 2020",129.526
Switzerland,CHE,"Mar 15, 2020",157.026
Switzerland,CHE,"Mar 16, 2020",254.2
Switzerland,CHE,"Mar 17, 2020",254.2
Switzerland,CHE,"Mar 18, 2020",306.195
Switzerland,CHE,"Mar 19, 2020",347.791
Switzerland,CHE,"Mar 20, 2020",449.24
Switzerland,CHE,"Mar 21, 2020",559.239
Switzerland,CHE,"Mar 22, 2020",702.168
Switzerland,CHE,"Mar 23, 2020",805.466
Switzerland,CHE,"Mar 24, 2020",926.095
Switzerland,CHE,"Mar 25, 2020",1015.527
Switzerland,CHE,"Mar 26, 2020",1122.407
Switzerland,CHE,"Mar 27, 2020",1237.952
Switzerland,CHE,"Mar 28, 2020",1398.56
Switzerland,CHE,"Mar 29, 2020",1519.651
Switzerland,CHE,"Mar 30, 2020",1649.293
Switzerland,CHE,"Mar 31, 2020",1780.783
Switzerland,CHE,"Apr 1, 2020",1861.203
Switzerland,CHE,"Apr 2, 2020",1972.357
Switzerland,CHE,"Apr 3, 2020",2102.23
Switzerland,CHE,"Apr 4, 2020",2221.589
Switzerland,CHE,"Apr 5, 2020",2334.13
Switzerland,CHE,"Apr 6, 2020",2428.992
Switzerland,CHE,"Apr 7, 2020",2492.773
Switzerland,CHE,"Apr 8, 2020",2560.945
Switzerland,CHE,"Apr 9, 2020",2624.033
Switzerland,CHE,"Apr 10, 2020",2714.736
Switzerland,CHE,"Apr 11, 2020",2799.43
Switzerland,CHE,"Apr 12, 2020",2867.833
Switzerland,CHE,"Apr 13, 2020",2914.051
Switzerland,CHE,"Apr 14, 2020",2946.288
Switzerland,CHE,"Apr 15, 2020",2975.637
Switzerland,CHE,"Apr 16, 2020",3043
Switzerland,CHE,"Apr 17, 2020",3079.396
Switzerland,CHE,"Apr 18, 2020",3119.375
Switzerland,CHE,"Apr 19, 2020",3156.927
Switzerland,CHE,"Apr 20, 2020",3195.751
Switzerland,CHE,"Apr 21, 2020",3215.162
Switzerland,CHE,"Apr 22, 2020",3233.072
Switzerland,CHE,"Apr 23, 2020",3256.758
Switzerland,CHE,"Apr 24, 2020",3283.103
Switzerland,CHE,"Apr 25, 2020",3304.016
Switzerland,CHE,"Apr 26, 2020",3328.974
Switzerland,CHE,"Apr 27, 2020",3348.27
Switzerland,CHE,"Apr 28, 2020",3360.171
Switzerland,CHE,"Apr 29, 2020",3371.726
Switzerland,CHE,"Apr 30, 2020",3388.249
Switzerland,CHE,"May 1, 2020",3408.932
Switzerland,CHE,"May 2, 2020",3422.681
Syria,SYR,"Mar 23, 2020",0.057
Syria,SYR,"Mar 24, 2020",0.057
Syria,SYR,"Mar 25, 2020",0.057
Syria,SYR,"Mar 26, 2020",0.057
Syria,SYR,"Mar 27, 2020",0.286
Syria,SYR,"Mar 28, 2020",0.286
Syria,SYR,"Mar 29, 2020",0.286
Syria,SYR,"Mar 30, 2020",0.514
Syria,SYR,"Mar 31, 2020",0.571
Syria,SYR,"Apr 1, 2020",0.571
Syria,SYR,"Apr 2, 2020",0.571
Syria,SYR,"Apr 3, 2020",0.914
Syria,SYR,"Apr 4, 2020",0.914
Syria,SYR,"Apr 5, 2020",0.914
Syria,SYR,"Apr 6, 2020",1.086
Syria,SYR,"Apr 7, 2020",1.086
Syria,SYR,"Apr 8, 2020",1.086
Syria,SYR,"Apr 9, 2020",1.086
Syria,SYR,"Apr 10, 2020",1.086
Syria,SYR,"Apr 11, 2020",1.086
Syria,SYR,"Apr 12, 2020",1.429
Syria,SYR,"Apr 13, 2020",1.429
Syria,SYR,"Apr 14, 2020",1.429
Syria,SYR,"Apr 15, 2020",1.657
Syria,SYR,"Apr 16, 2020",1.886
Syria,SYR,"Apr 17, 2020",1.886
Syria,SYR,"Apr 18, 2020",2.171
Syria,SYR,"Apr 19, 2020",2.171
Syria,SYR,"Apr 20, 2020",2.228
Syria,SYR,"Apr 21, 2020",2.228
Syria,SYR,"Apr 22, 2020",2.4
Syria,SYR,"Apr 23, 2020",2.4
Syria,SYR,"Apr 24, 2020",2.4
Syria,SYR,"Apr 25, 2020",2.4
Syria,SYR,"Apr 26, 2020",2.4
Syria,SYR,"Apr 27, 2020",2.457
Syria,SYR,"Apr 28, 2020",2.457
Syria,SYR,"Apr 29, 2020",2.457
Syria,SYR,"Apr 30, 2020",2.457
Syria,SYR,"May 1, 2020",2.457
Syria,SYR,"May 2, 2020",2.514
Taiwan,TWN,"Jan 21, 2020",0.042
Taiwan,TWN,"Jan 22, 2020",0.042
Taiwan,TWN,"Jan 23, 2020",0.042
Taiwan,TWN,"Jan 24, 2020",0.042
Taiwan,TWN,"Jan 25, 2020",0.126
Taiwan,TWN,"Jan 26, 2020",0.126
Taiwan,TWN,"Jan 27, 2020",0.21
Taiwan,TWN,"Jan 28, 2020",0.294
Taiwan,TWN,"Jan 29, 2020",0.336
Taiwan,TWN,"Jan 30, 2020",0.336
Taiwan,TWN,"Jan 31, 2020",0.378
Taiwan,TWN,"Feb 1, 2020",0.42
Taiwan,TWN,"Feb 2, 2020",0.42
Taiwan,TWN,"Feb 3, 2020",0.42
Taiwan,TWN,"Feb 4, 2020",0.42
Taiwan,TWN,"Feb 5, 2020",0.462
Taiwan,TWN,"Feb 6, 2020",0.462
Taiwan,TWN,"Feb 7, 2020",0.672
Taiwan,TWN,"Feb 8, 2020",0.714
Taiwan,TWN,"Feb 9, 2020",0.756
Taiwan,TWN,"Feb 10, 2020",0.756
Taiwan,TWN,"Feb 11, 2020",0.756
Taiwan,TWN,"Feb 12, 2020",0.756
Taiwan,TWN,"Feb 13, 2020",0.756
Taiwan,TWN,"Feb 14, 2020",0.756
Taiwan,TWN,"Feb 15, 2020",0.756
Taiwan,TWN,"Feb 16, 2020",0.756
Taiwan,TWN,"Feb 17, 2020",0.84
Taiwan,TWN,"Feb 18, 2020",0.924
Taiwan,TWN,"Feb 19, 2020",0.924
Taiwan,TWN,"Feb 20, 2020",1.008
Taiwan,TWN,"Feb 21, 2020",1.008
Taiwan,TWN,"Feb 22, 2020",1.092
Taiwan,TWN,"Feb 23, 2020",1.092
Taiwan,TWN,"Feb 24, 2020",1.176
Taiwan,TWN,"Feb 25, 2020",1.26
Taiwan,TWN,"Feb 26, 2020",1.302
Taiwan,TWN,"Feb 27, 2020",1.344
Taiwan,TWN,"Feb 28, 2020",1.428
Taiwan,TWN,"Feb 29, 2020",1.638
Taiwan,TWN,"Mar 1, 2020",1.679
Taiwan,TWN,"Mar 2, 2020",1.679
Taiwan,TWN,"Mar 3, 2020",1.721
Taiwan,TWN,"Mar 4, 2020",1.763
Taiwan,TWN,"Mar 6, 2020",1.847
Taiwan,TWN,"Mar 7, 2020",1.889
Taiwan,TWN,"Mar 8, 2020",1.889
Taiwan,TWN,"Mar 9, 2020",1.889
Taiwan,TWN,"Mar 11, 2020",2.015
Taiwan,TWN,"Mar 12, 2020",2.015
Taiwan,TWN,"Mar 13, 2020",2.057
Taiwan,TWN,"Mar 14, 2020",2.225
Taiwan,TWN,"Mar 15, 2020",2.477
Taiwan,TWN,"Mar 16, 2020",2.477
Taiwan,TWN,"Mar 17, 2020",2.813
Taiwan,TWN,"Mar 18, 2020",3.233
Taiwan,TWN,"Mar 19, 2020",4.535
Taiwan,TWN,"Mar 20, 2020",4.535
Taiwan,TWN,"Mar 21, 2020",5.668
Taiwan,TWN,"Mar 22, 2020",6.424
Taiwan,TWN,"Mar 23, 2020",6.928
Taiwan,TWN,"Mar 24, 2020",8.188
Taiwan,TWN,"Mar 25, 2020",9.069
Taiwan,TWN,"Mar 26, 2020",9.867
Taiwan,TWN,"Mar 27, 2020",10.581
Taiwan,TWN,"Mar 28, 2020",11.211
Taiwan,TWN,"Mar 29, 2020",11.882
Taiwan,TWN,"Mar 30, 2020",12.848
Taiwan,TWN,"Mar 31, 2020",12.848
Taiwan,TWN,"Apr 1, 2020",13.52
Taiwan,TWN,"Apr 2, 2020",14.234
Taiwan,TWN,"Apr 3, 2020",14.234
Taiwan,TWN,"Apr 4, 2020",14.905
Taiwan,TWN,"Apr 5, 2020",15.241
Taiwan,TWN,"Apr 6, 2020",15.241
Taiwan,TWN,"Apr 7, 2020",15.661
Taiwan,TWN,"Apr 8, 2020",15.787
Taiwan,TWN,"Apr 9, 2020",15.913
Taiwan,TWN,"Apr 10, 2020",15.955
Taiwan,TWN,"Apr 11, 2020",15.955
Taiwan,TWN,"Apr 12, 2020",16.165
Taiwan,TWN,"Apr 13, 2020",16.291
Taiwan,TWN,"Apr 14, 2020",16.501
Taiwan,TWN,"Apr 15, 2020",16.585
Taiwan,TWN,"Apr 16, 2020",16.585
Taiwan,TWN,"Apr 17, 2020",16.585
Taiwan,TWN,"Apr 18, 2020",16.585
Taiwan,TWN,"Apr 19, 2020",16.711
Taiwan,TWN,"Apr 20, 2020",17.635
Taiwan,TWN,"Apr 21, 2020",17.719
Taiwan,TWN,"Apr 22, 2020",17.845
Taiwan,TWN,"Apr 23, 2020",17.887
Taiwan,TWN,"Apr 24, 2020",17.929
Taiwan,TWN,"Apr 25, 2020",17.971
Taiwan,TWN,"Apr 26, 2020",18.013
Taiwan,TWN,"Apr 27, 2020",18.013
Taiwan,TWN,"Apr 28, 2020",18.013
Taiwan,TWN,"Apr 29, 2020",18.013
Taiwan,TWN,"Apr 30, 2020",18.013
Taiwan,TWN,"May 1, 2020",18.013
Taiwan,TWN,"May 2, 2020",18.013
Tajikistan,TJK,"May 1, 2020",1.573
Tajikistan,TJK,"May 2, 2020",1.573
Tanzania,TZA,"Mar 17, 2020",0.017
Tanzania,TZA,"Mar 18, 2020",0.017
Tanzania,TZA,"Mar 19, 2020",0.05
Tanzania,TZA,"Mar 20, 2020",0.05
Tanzania,TZA,"Mar 21, 2020",0.05
Tanzania,TZA,"Mar 22, 2020",0.1
Tanzania,TZA,"Mar 23, 2020",0.201
Tanzania,TZA,"Mar 24, 2020",0.201
Tanzania,TZA,"Mar 25, 2020",0.201
Tanzania,TZA,"Mar 26, 2020",0.201
Tanzania,TZA,"Mar 27, 2020",0.218
Tanzania,TZA,"Mar 28, 2020",0.218
Tanzania,TZA,"Mar 29, 2020",0.218
Tanzania,TZA,"Mar 30, 2020",0.234
Tanzania,TZA,"Mar 31, 2020",0.318
Tanzania,TZA,"Apr 1, 2020",0.318
Tanzania,TZA,"Apr 2, 2020",0.335
Tanzania,TZA,"Apr 3, 2020",0.352
Tanzania,TZA,"Apr 4, 2020",0.352
Tanzania,TZA,"Apr 5, 2020",0.352
Tanzania,TZA,"Apr 6, 2020",0.368
Tanzania,TZA,"Apr 7, 2020",0.402
Tanzania,TZA,"Apr 8, 2020",0.402
Tanzania,TZA,"Apr 9, 2020",0.419
Tanzania,TZA,"Apr 10, 2020",0.419
Tanzania,TZA,"Apr 11, 2020",0.536
Tanzania,TZA,"Apr 12, 2020",0.536
Tanzania,TZA,"Apr 13, 2020",0.536
Tanzania,TZA,"Apr 14, 2020",0.77
Tanzania,TZA,"Apr 15, 2020",0.887
Tanzania,TZA,"Apr 16, 2020",1.473
Tanzania,TZA,"Apr 17, 2020",1.574
Tanzania,TZA,"Apr 18, 2020",2.461
Tanzania,TZA,"Apr 19, 2020",2.478
Tanzania,TZA,"Apr 20, 2020",2.846
Tanzania,TZA,"Apr 21, 2020",2.846
Tanzania,TZA,"Apr 22, 2020",4.252
Tanzania,TZA,"Apr 23, 2020",4.771
Tanzania,TZA,"Apr 24, 2020",4.771
Tanzania,TZA,"Apr 25, 2020",5.022
Tanzania,TZA,"Apr 26, 2020",5.022
Tanzania,TZA,"Apr 27, 2020",5.022
Tanzania,TZA,"Apr 28, 2020",5.022
Tanzania,TZA,"Apr 29, 2020",5.123
Tanzania,TZA,"Apr 30, 2020",8.036
Tanzania,TZA,"May 1, 2020",8.036
Tanzania,TZA,"May 2, 2020",8.036
Thailand,THA,"Jan 13, 2020",0.014
Thailand,THA,"Jan 14, 2020",0.014
Thailand,THA,"Jan 15, 2020",0.014
Thailand,THA,"Jan 16, 2020",0.014
Thailand,THA,"Jan 17, 2020",0.029
Thailand,THA,"Jan 18, 2020",0.029
Thailand,THA,"Jan 19, 2020",0.029
Thailand,THA,"Jan 20, 2020",0.029
Thailand,THA,"Jan 21, 2020",0.029
Thailand,THA,"Jan 22, 2020",0.057
Thailand,THA,"Jan 23, 2020",0.057
Thailand,THA,"Jan 24, 2020",0.057
Thailand,THA,"Jan 25, 2020",0.072
Thailand,THA,"Jan 26, 2020",0.072
Thailand,THA,"Jan 27, 2020",0.115
Thailand,THA,"Jan 28, 2020",0.201
Thailand,THA,"Jan 29, 2020",0.201
Thailand,THA,"Jan 30, 2020",0.201
Thailand,THA,"Jan 31, 2020",0.201
Thailand,THA,"Feb 1, 2020",0.272
Thailand,THA,"Feb 2, 2020",0.272
Thailand,THA,"Feb 3, 2020",0.272
Thailand,THA,"Feb 4, 2020",0.272
Thailand,THA,"Feb 5, 2020",0.358
Thailand,THA,"Feb 6, 2020",0.358
Thailand,THA,"Feb 7, 2020",0.358
Thailand,THA,"Feb 8, 2020",0.458
Thailand,THA,"Feb 9, 2020",0.458
Thailand,THA,"Feb 10, 2020",0.458
Thailand,THA,"Feb 11, 2020",0.458
Thailand,THA,"Feb 12, 2020",0.473
Thailand,THA,"Feb 13, 2020",0.473
Thailand,THA,"Feb 14, 2020",0.473
Thailand,THA,"Feb 15, 2020",0.487
Thailand,THA,"Feb 16, 2020",0.487
Thailand,THA,"Feb 17, 2020",0.487
Thailand,THA,"Feb 18, 2020",0.501
Thailand,THA,"Feb 19, 2020",0.501
Thailand,THA,"Feb 20, 2020",0.501
Thailand,THA,"Feb 21, 2020",0.501
Thailand,THA,"Feb 22, 2020",0.501
Thailand,THA,"Feb 23, 2020",0.501
Thailand,THA,"Feb 24, 2020",0.501
Thailand,THA,"Feb 25, 2020",0.53
Thailand,THA,"Feb 26, 2020",0.573
Thailand,THA,"Feb 27, 2020",0.573
Thailand,THA,"Feb 28, 2020",0.573
Thailand,THA,"Feb 29, 2020",0.602
Thailand,THA,"Mar 1, 2020",0.602
Thailand,THA,"Mar 2, 2020",0.616
Thailand,THA,"Mar 5, 2020",0.673
Thailand,THA,"Mar 7, 2020",0.716
Thailand,THA,"Mar 11, 2020",0.845
Thailand,THA,"Mar 12, 2020",1.003
Thailand,THA,"Mar 14, 2020",1.175
Thailand,THA,"Mar 15, 2020",1.175
Thailand,THA,"Mar 16, 2020",1.633
Thailand,THA,"Mar 17, 2020",2.536
Thailand,THA,"Mar 18, 2020",2.536
Thailand,THA,"Mar 19, 2020",2.536
Thailand,THA,"Mar 20, 2020",3.037
Thailand,THA,"Mar 21, 2020",5.244
Thailand,THA,"Mar 22, 2020",8.582
Thailand,THA,"Mar 23, 2020",10.33
Thailand,THA,"Mar 24, 2020",11.848
Thailand,THA,"Mar 25, 2020",13.381
Thailand,THA,"Mar 26, 2020",14.971
Thailand,THA,"Mar 27, 2020",16.275
Thailand,THA,"Mar 28, 2020",16.275
Thailand,THA,"Mar 29, 2020",17.837
Thailand,THA,"Mar 30, 2020",19.885
Thailand,THA,"Mar 31, 2020",23.653
Thailand,THA,"Apr 1, 2020",23.653
Thailand,THA,"Apr 2, 2020",25.373
Thailand,THA,"Apr 3, 2020",26.862
Thailand,THA,"Apr 4, 2020",28.338
Thailand,THA,"Apr 5, 2020",31.075
Thailand,THA,"Apr 6, 2020",31.805
Thailand,THA,"Apr 7, 2020",32.35
Thailand,THA,"Apr 8, 2020",33.94
Thailand,THA,"Apr 9, 2020",34.713
Thailand,THA,"Apr 10, 2020",35.43
Thailand,THA,"Apr 11, 2020",36.075
Thailand,THA,"Apr 12, 2020",36.547
Thailand,THA,"Apr 13, 2020",36.948
Thailand,THA,"Apr 14, 2020",37.436
Thailand,THA,"Apr 15, 2020",37.865
Thailand,THA,"Apr 16, 2020",38.281
Thailand,THA,"Apr 17, 2020",38.682
Thailand,THA,"Apr 18, 2020",38.682
Thailand,THA,"Apr 19, 2020",39.155
Thailand,THA,"Apr 20, 2020",39.613
Thailand,THA,"Apr 21, 2020",40
Thailand,THA,"Apr 22, 2020",40.272
Thailand,THA,"Apr 23, 2020",40.673
Thailand,THA,"Apr 24, 2020",40.673
Thailand,THA,"Apr 25, 2020",40.888
Thailand,THA,"Apr 26, 2020",41.862
Thailand,THA,"Apr 27, 2020",41.862
Thailand,THA,"Apr 28, 2020",42.092
Thailand,THA,"Apr 29, 2020",42.092
Thailand,THA,"Apr 30, 2020",42.321
Thailand,THA,"May 1, 2020",42.407
Thailand,THA,"May 2, 2020",42.407
Timor,TLS,"Mar 22, 2020",0.758
Timor,TLS,"Mar 23, 2020",0.758
Timor,TLS,"Mar 24, 2020",0.758
Timor,TLS,"Mar 25, 2020",0.758
Timor,TLS,"Mar 26, 2020",0.758
Timor,TLS,"Mar 27, 2020",0.758
Timor,TLS,"Mar 28, 2020",0.758
Timor,TLS,"Mar 29, 2020",0.758
Timor,TLS,"Mar 30, 2020",0.758
Timor,TLS,"Mar 31, 2020",0.758
Timor,TLS,"Apr 1, 2020",0.758
Timor,TLS,"Apr 2, 2020",0.758
Timor,TLS,"Apr 3, 2020",0.758
Timor,TLS,"Apr 4, 2020",0.758
Timor,TLS,"Apr 5, 2020",0.758
Timor,TLS,"Apr 6, 2020",0.758
Timor,TLS,"Apr 7, 2020",0.758
Timor,TLS,"Apr 8, 2020",0.758
Timor,TLS,"Apr 9, 2020",0.758
Timor,TLS,"Apr 10, 2020",1.517
Timor,TLS,"Apr 11, 2020",1.517
Timor,TLS,"Apr 12, 2020",1.517
Timor,TLS,"Apr 13, 2020",1.517
Timor,TLS,"Apr 14, 2020",3.034
Timor,TLS,"Apr 15, 2020",4.551
Timor,TLS,"Apr 16, 2020",4.551
Timor,TLS,"Apr 17, 2020",13.652
Timor,TLS,"Apr 18, 2020",13.652
Timor,TLS,"Apr 19, 2020",13.652
Timor,TLS,"Apr 20, 2020",14.411
Timor,TLS,"Apr 21, 2020",16.686
Timor,TLS,"Apr 22, 2020",17.445
Timor,TLS,"Apr 23, 2020",17.445
Timor,TLS,"Apr 24, 2020",17.445
Timor,TLS,"Apr 25, 2020",18.203
Timor,TLS,"Apr 26, 2020",18.203
Timor,TLS,"Apr 27, 2020",18.203
Timor,TLS,"Apr 28, 2020",18.203
Timor,TLS,"Apr 29, 2020",18.203
Timor,TLS,"Apr 30, 2020",18.203
Timor,TLS,"May 1, 2020",18.203
Timor,TLS,"May 2, 2020",18.203
Togo,TGO,"Mar 7, 2020",0.121
Togo,TGO,"Mar 15, 2020",0.121
Togo,TGO,"Mar 16, 2020",0.121
Togo,TGO,"Mar 17, 2020",0.121
Togo,TGO,"Mar 18, 2020",0.121
Togo,TGO,"Mar 19, 2020",0.121
Togo,TGO,"Mar 20, 2020",0.121
Togo,TGO,"Mar 21, 2020",1.087
Togo,TGO,"Mar 22, 2020",1.812
Togo,TGO,"Mar 23, 2020",1.812
Togo,TGO,"Mar 24, 2020",2.174
Togo,TGO,"Mar 25, 2020",2.174
Togo,TGO,"Mar 26, 2020",2.778
Togo,TGO,"Mar 27, 2020",2.899
Togo,TGO,"Mar 28, 2020",3.02
Togo,TGO,"Mar 29, 2020",3.382
Togo,TGO,"Mar 30, 2020",3.624
Togo,TGO,"Mar 31, 2020",4.107
Togo,TGO,"Apr 1, 2020",4.107
Togo,TGO,"Apr 2, 2020",4.348
Togo,TGO,"Apr 3, 2020",4.711
Togo,TGO,"Apr 4, 2020",4.832
Togo,TGO,"Apr 5, 2020",4.952
Togo,TGO,"Apr 6, 2020",5.315
Togo,TGO,"Apr 7, 2020",7.006
Togo,TGO,"Apr 8, 2020",7.851
Togo,TGO,"Apr 9, 2020",8.455
Togo,TGO,"Apr 10, 2020",8.818
Togo,TGO,"Apr 11, 2020",9.18
Togo,TGO,"Apr 12, 2020",9.18
Togo,TGO,"Apr 13, 2020",9.18
Togo,TGO,"Apr 14, 2020",9.301
Togo,TGO,"Apr 15, 2020",9.301
Togo,TGO,"Apr 16, 2020",9.784
Togo,TGO,"Apr 17, 2020",9.784
Togo,TGO,"Apr 18, 2020",10.026
Togo,TGO,"Apr 19, 2020",10.146
Togo,TGO,"Apr 20, 2020",10.146
Togo,TGO,"Apr 21, 2020",10.146
Togo,TGO,"Apr 22, 2020",10.388
Togo,TGO,"Apr 23, 2020",10.63
Togo,TGO,"Apr 24, 2020",10.63
Togo,TGO,"Apr 25, 2020",10.871
Togo,TGO,"Apr 26, 2020",11.596
Togo,TGO,"Apr 27, 2020",11.838
Togo,TGO,"Apr 28, 2020",11.958
Togo,TGO,"Apr 29, 2020",11.958
Togo,TGO,"Apr 30, 2020",13.166
Togo,TGO,"May 1, 2020",14.012
Togo,TGO,"May 2, 2020",14.857
Trinidad and Tobago,TTO,"Mar 13, 2020",0.715
Trinidad and Tobago,TTO,"Mar 14, 2020",1.429
Trinidad and Tobago,TTO,"Mar 15, 2020",1.429
Trinidad and Tobago,TTO,"Mar 16, 2020",2.858
Trinidad and Tobago,TTO,"Mar 17, 2020",3.573
Trinidad and Tobago,TTO,"Mar 18, 2020",5.002
Trinidad and Tobago,TTO,"Mar 19, 2020",6.431
Trinidad and Tobago,TTO,"Mar 20, 2020",6.431
Trinidad and Tobago,TTO,"Mar 21, 2020",6.431
Trinidad and Tobago,TTO,"Mar 22, 2020",35.013
Trinidad and Tobago,TTO,"Mar 23, 2020",35.727
Trinidad and Tobago,TTO,"Mar 24, 2020",36.442
Trinidad and Tobago,TTO,"Mar 25, 2020",40.729
Trinidad and Tobago,TTO,"Mar 26, 2020",42.873
Trinidad and Tobago,TTO,"Mar 27, 2020",46.445
Trinidad and Tobago,TTO,"Mar 28, 2020",47.16
Trinidad and Tobago,TTO,"Mar 29, 2020",52.876
Trinidad and Tobago,TTO,"Mar 30, 2020",55.735
Trinidad and Tobago,TTO,"Mar 31, 2020",60.736
Trinidad and Tobago,TTO,"Apr 1, 2020",62.165
Trinidad and Tobago,TTO,"Apr 2, 2020",63.595
Trinidad and Tobago,TTO,"Apr 3, 2020",69.311
Trinidad and Tobago,TTO,"Apr 4, 2020",71.455
Trinidad and Tobago,TTO,"Apr 5, 2020",73.598
Trinidad and Tobago,TTO,"Apr 6, 2020",74.313
Trinidad and Tobago,TTO,"Apr 7, 2020",75.027
Trinidad and Tobago,TTO,"Apr 8, 2020",76.456
Trinidad and Tobago,TTO,"Apr 9, 2020",76.456
Trinidad and Tobago,TTO,"Apr 10, 2020",77.885
Trinidad and Tobago,TTO,"Apr 11, 2020",77.885
Trinidad and Tobago,TTO,"Apr 12, 2020",80.029
Trinidad and Tobago,TTO,"Apr 13, 2020",80.744
Trinidad and Tobago,TTO,"Apr 14, 2020",80.744
Trinidad and Tobago,TTO,"Apr 15, 2020",80.744
Trinidad and Tobago,TTO,"Apr 16, 2020",81.458
Trinidad and Tobago,TTO,"Apr 17, 2020",81.458
Trinidad and Tobago,TTO,"Apr 18, 2020",81.458
Trinidad and Tobago,TTO,"Apr 19, 2020",81.458
Trinidad and Tobago,TTO,"Apr 20, 2020",81.458
Trinidad and Tobago,TTO,"Apr 21, 2020",81.458
Trinidad and Tobago,TTO,"Apr 22, 2020",82.173
Trinidad and Tobago,TTO,"Apr 23, 2020",82.173
Trinidad and Tobago,TTO,"Apr 24, 2020",82.173
Trinidad and Tobago,TTO,"Apr 25, 2020",82.173
Trinidad and Tobago,TTO,"Apr 26, 2020",82.173
Trinidad and Tobago,TTO,"Apr 27, 2020",82.887
Trinidad and Tobago,TTO,"Apr 28, 2020",82.887
Trinidad and Tobago,TTO,"Apr 29, 2020",82.887
Trinidad and Tobago,TTO,"Apr 30, 2020",82.887
Trinidad and Tobago,TTO,"May 1, 2020",82.887
Trinidad and Tobago,TTO,"May 2, 2020",82.887
Tunisia,TUN,"Mar 3, 2020",0.085
Tunisia,TUN,"Mar 10, 2020",0.169
Tunisia,TUN,"Mar 11, 2020",0.423
Tunisia,TUN,"Mar 12, 2020",0.592
Tunisia,TUN,"Mar 13, 2020",1.1
Tunisia,TUN,"Mar 14, 2020",1.354
Tunisia,TUN,"Mar 15, 2020",1.354
Tunisia,TUN,"Mar 16, 2020",1.523
Tunisia,TUN,"Mar 17, 2020",1.692
Tunisia,TUN,"Mar 18, 2020",2.031
Tunisia,TUN,"Mar 19, 2020",2.454
Tunisia,TUN,"Mar 20, 2020",3.3
Tunisia,TUN,"Mar 21, 2020",4.569
Tunisia,TUN,"Mar 22, 2020",5.077
Tunisia,TUN,"Mar 23, 2020",6.346
Tunisia,TUN,"Mar 24, 2020",7.53
Tunisia,TUN,"Mar 25, 2020",9.646
Tunisia,TUN,"Mar 26, 2020",14.638
Tunisia,TUN,"Mar 27, 2020",14.638
Tunisia,TUN,"Mar 28, 2020",19.207
Tunisia,TUN,"Mar 29, 2020",19.207
Tunisia,TUN,"Mar 30, 2020",23.522
Tunisia,TUN,"Mar 31, 2020",26.399
Tunisia,TUN,"Apr 1, 2020",30.63
Tunisia,TUN,"Apr 2, 2020",33.337
Tunisia,TUN,"Apr 3, 2020",38.499
Tunisia,TUN,"Apr 4, 2020",38.499
Tunisia,TUN,"Apr 5, 2020",41.883
Tunisia,TUN,"Apr 6, 2020",46.791
Tunisia,TUN,"Apr 7, 2020",48.567
Tunisia,TUN,"Apr 8, 2020",50.429
Tunisia,TUN,"Apr 9, 2020",52.713
Tunisia,TUN,"Apr 10, 2020",54.406
Tunisia,TUN,"Apr 11, 2020",56.775
Tunisia,TUN,"Apr 12, 2020",57.959
Tunisia,TUN,"Apr 13, 2020",59.821
Tunisia,TUN,"Apr 14, 2020",61.429
Tunisia,TUN,"Apr 15, 2020",63.205
Tunisia,TUN,"Apr 16, 2020",65.998
Tunisia,TUN,"Apr 17, 2020",69.551
Tunisia,TUN,"Apr 18, 2020",73.105
Tunisia,TUN,"Apr 19, 2020",73.274
Tunisia,TUN,"Apr 20, 2020",74.374
Tunisia,TUN,"Apr 21, 2020",74.797
Tunisia,TUN,"Apr 22, 2020",76.236
Tunisia,TUN,"Apr 23, 2020",76.236
Tunisia,TUN,"Apr 24, 2020",77.674
Tunisia,TUN,"Apr 25, 2020",78.013
Tunisia,TUN,"Apr 26, 2020",79.451
Tunisia,TUN,"Apr 27, 2020",80.297
Tunisia,TUN,"Apr 28, 2020",81.82
